ALIM_CODE;FOOD_LABEL;nrj_kj;nrj_kcal;eau_g;sel_g;sodium_mg;magnesium_mg;phosphore_mg;potassium_mg;calcium_mg;manganese_mg;fer_mg;cuivre_mg;zinc_mg;selenium_mcg;iode_mcg;proteines_g;glucides_g;sucres_g;fructose_g;galactose_g;glucose_g;lactose_g;maltose_g;saccharose_g;amidon_g;polyols_g;fibres_g;lipides_g;ags_g;agmi_g;agpi_g;ag_04_0_g;ag_06_0_g;ag_08_0_g;ag_10_0_g;ag_12_0_g;ag_14_0_g;ag_16_0_g;ag_18_0_g;ag_18_1_ole_g;ag_18_2_lino_g;ag_18_3_a_lino_g;ag_20_4_ara_g;ag_20_5_epa_g;ag_20_6_dha_g;retinol_mcg;beta_carotene_mcg;vitamine_d_mcg;vitamine_e_mg;vitamine_k1_mcg;vitamine_k2_mcg;vitamine_c_mg;vitamine_b1_mg;vitamine_b2_mg;vitamine_b3_mg;vitamine_b5_mg;vitamine_b6_mg;vitamine_b12_mcg;vitamine_b9_mcg;alcool_g;acides_organiques_g;cholesterol_mg
20048;Tomate, pelée, appertisée, égouttée;76.9;18.3;94.4;0.28;112;9.2;18;190;21.1;0.073;0.77;0.06;0.11;1.1;0.2;1.07;1.89;1.88;1.01;0;0.87;0;0.05;0.063;0.0025;0.0075;1.27;0.28;0.045;0.038;0.13;0;0;0;0;0;0;0.037;0.008;0.034;0.11;0.012;0;0;0;0;245;0;0.67;2.6;0;12;0.31;0.055;0.64;0.17;0.11;0;16;0;0.46;0
20051;Macédoine de légumes, appertisée, égouttée;170;40.4;87;0.61;243;10.6;42;291;40.7;0.15;1.05;0.072;0.28;1.1;0.2;2.32;5.59;1.73;0.59;0.095;0.62;0.095;0.095;0.24;0.18;0.039;3.16;0.28;0.076;0.016;0.12;0;0;0;0;0;0.001;0.044;0.005;0.0093;0.028;0.0093;0.0047;0;0;0;5670;0;0.29;18.2;0;5;0.046;0.048;0.58;0.14;0.079;0;24;0;0;0
20052;Artichaut, cru;190;45.3;84.9;0.15;60.5;47.8;81.2;387;52;0.26;1.19;0.23;0.49;0.23;0.5;3.2;4.92;0.99;0.44;0;0.39;0.055;0.055;0.055;0.6;0.25;5.4;0.18;0.036;0.005;0.064;0;0;0;0;0.002;0.002;0.029;0.003;0.0036;0.023;0.0066;0.000022;0;0;0;8;0;0.27;14.8;0;11.7;0.081;0.063;1.05;0.32;0.11;0;68;0;0.27;0
20055;Céleri-rave, cru;122;29.3;88.8;0.085;34;13;56;500;40;0.2;0.28;0.11;0.33;10;10;1.38;3.98;1.6;0.1;0;0.1;0.1;0.1;1.6;0.18;2.2;4.5;0.25;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0;2.5;0;0.12;0.4;0;2.87;0.059;0.041;0.3;0.59;0.2;0;39;0;0.056;0
20056;Champignon de Paris ou champignon de couche, cru;118;28;93.9;0.098;39;10.5;96.6;364;6.03;0.076;0.31;0.35;0.5;6.47;1;2.62;3.15;2.5;0.49;0;2.01;0;0;0;0.2;0.45;1;0.36;0.067;0.012;0.14;0;0;0;0;0.00029;0.0013;0.036;0.013;0.003;0.14;0.00026;0;0;0;0;0;0.3;0.02;0;0;3.09;0.073;0.29;5;1.57;0.1;0;34.5;0;0.13;0
20057;Brocoli, cru;151;36;88.9;0.048;19;21.9;76.5;357;45.9;0.4;0.76;0.059;0.4;0.6;0.8;3.95;1.7;1.7;0.73;0;0.48;0.15;0.15;0.18;0;0;2.9;0.48;0.061;0.022;0.16;0;0;0;0;0;0.001;0.038;0.0065;0.0096;0.062;0.018;0.000058;0;0;0;361;0;1.04;181;0;106;0.074;0.12;0.82;0.78;0.17;0;153;0;1.1;0
20058;Chou de Bruxelles, cru;209;49.7;85;0.041;16.5;23.5;76.4;436;32.3;0.3;1.15;0.062;0.43;1.1;0.25;3.98;5.67;2.2;0.67;0;0.52;0;0;0.98;1;0.25;3.95;0.4;0.07;0.019;0.23;0;0;0.002;0;0;0;0.063;0.004;0.014;0.054;0.18;0;0;0;0;450;0;0.89;214;0;103;0.13;0.13;0.77;0.52;0.25;0;95.5;0;0;0
20059;Épinard, cru;120;28.7;91.6;0.17;66.7;52.5;45.2;504;114;1.3;3.61;0.1;0.82;0.1;3.4;2.62;2.25;0.32;0.086;0.071;0.078;0;0;0.082;1.93;0;2.37;0.5;0.064;0.021;0.26;0;0;0;0;0;0.0093;0.052;0.0028;0.021;0.045;0.22;0;0;0;0;5630;0;2.47;521;0;41.1;0.087;0.21;0.71;0.18;0.21;0;207;0;0;0
20060;Épinard, appertisé, égoutté;100;24.1;91.8;0.81;322;76;44;346;127;0.6;2.3;0.18;0.46;1.35;2.79;2.81;0.93;0.4;0.14;0.022;0.14;0.022;0.022;0.055;0.18;0.25;2.4;0.5;0.081;0.013;0.21;0;0;0;0;0;0.012;0.064;0.005;0.013;0.051;0.017;0.0083;0;0;0;5880;0;1.25;462;0;14.3;0.016;0.14;0.39;0.047;0.1;0;98;0;0.07;0
20061;Haricot vert, cru;135;32.2;90.4;0.0096;3.85;21;38.5;224;48.5;0.23;1.02;0.063;0.32;0.3;0.8;1.85;4.14;3.26;1.04;0;0.99;0;0;0.45;0.88;0;2.85;0.21;0.06;0.0085;0.11;0;0;0;0;0;0;0.051;0.0085;0.007;0.051;0.06;0;0;0;0;379;0;0.36;14.4;0;13.6;0.086;0.11;0.72;0.14;0.12;0;48.5;0;0.2;0
20062;Haricot vert, appertisé, égoutté;96.1;23.1;92.6;0.68;261;13;25.3;94;42.7;0.094;0.81;0.13;0.23;0.9;1.6;1.33;2.07;0.77;0.33;0;0.29;0;0;0.16;1;0.3;3.36;0.31;0.09;0.014;0.19;0;0;0;0;0;0;0.078;0.012;0.009;0.065;0.077;0.0052;0;0;0;122;0;0.14;38.9;0;3.1;0.053;0.053;0.15;0.15;0.03;0;20.5;0;0.15;0
20064;Navet, pelé, cru;110;26.2;91.9;0.11;42;9.5;38.5;237;40;0.1;0.4;0.063;0.25;1.25;0.5;0.76;4.7;3.8;0.79;0;0.7;0.1;0.1;0.1;0.69;0.21;1.9;0.1;0.011;0.006;0.053;0;0;0;0;0;0;0.01;0.001;0.002;0.013;0.0037;0.000012;0;0;0;0;0;0.03;0.1;0;18.5;0.04;0.038;0.7;0.2;0.085;0;17.5;0;0;0
20065;Chou-rave, cru;105;25.1;91;0.05;20;19;46;350;24;0.14;0.4;0.13;0.03;0.47;0.71;1.79;2.35;2.35;0.79;0;0.7;0.1;0.1;0.1;0;0;3.6;0.1;0.013;0.007;0.049;0;0;0;0;0;0;0.011;0.001;0.007;0.021;0.027;0;0;0;0;22;0;0.48;0.1;0;55.1;0.05;0.02;0.4;0.17;0.15;0;16;0;0.16;0
20066;Maïs doux, appertisé, égoutté;447;106;75.4;0.59;236;26.9;53.8;224;3.51;0.11;0.35;0.036;0.39;5;0.5;2.82;18.4;5.16;0.25;0.28;0.55;0;0.17;3.91;13.1;0.13;3.1;1.68;0.26;0.27;0.47;0;0;0;0;0.001;0.00067;0.21;0.041;0.27;0.46;0.017;0;0;0;0;22;0;0.29;0;0;3.55;0.033;0.048;1.04;0.29;0.13;0;75;0;0;0
20067;Artichaut, appertisé, égoutté;166;39.4;89.9;0.8;320;12.2;33;218;29.2;0.15;0.45;0.079;0.22;10;10;1.5;6.5;1.5;0.51;0.083;0.54;0.083;0.083;0.21;0.18;0.25;3;0.2;0;0.014;0.075;0;0;0;0;0;0;0;0;0.0067;0.02;0.0067;0.0033;0.00013;0.00018;0;209;0;0.43;4.65;0;6.6;0.032;0.037;0.41;0.16;0.07;0;27.2;0;0;0
20068;Tomate, concentré, appertisé;419;99.2;72;0.27;108;63.3;103;1010;45.6;0.05;1.2;0.05;0.05;0.4;4.4;4.4;17.1;13.3;6.6;0;6.7;0.25;0.25;0.25;0.22;0;4.2;0.53;0.093;0.062;0.2;0;0;0;0;0;0.00099;0.078;0.014;0.053;0.18;0.018;0;0;0;0;784;0;5.7;11.4;0;2.6;0.08;0.1;2.2;0.2;0.09;0;58;0;0;0
20069;Chou vert, cru;121;29;91.8;0.065;25.8;18;32.7;231;96.2;0.17;0.93;0.049;0.22;1.86;0.3;2.53;1.92;1.92;0.87;0;1;0;0.006;0.048;0;0;3.08;0.41;0.054;0.014;0.076;0;0;0;0;0.001;0.001;0.027;0.0025;0.013;0.036;0.039;0;0;0;0;321;0;0.16;121;0;69;0.059;0.039;0.26;0.17;0.15;0;67.9;0;0.44;0
20072;Petits pois, crus;281;66.9;79.2;0.0088;3.5;30.5;119;272;27.5;0.4;1.64;0.14;1;1.02;0.15;5.84;7;5.67;0.28;0;0.15;0;0.17;4.68;0.18;0.25;5.5;0.55;0.1;0.042;0.29;0;0;0;0;0;0;0.092;0.0075;0.042;0.24;0.048;0;0;0;0;449;0;0.075;47.4;0;41.5;0.29;0.13;2.15;0.43;0.16;0;45;0;0;0
20073;Asperge, pelée, crue;97.1;23.2;93.3;0.011;4.2;11.5;52;202;22;0.16;1.32;0.12;0.49;1;0.15;2.04;2.4;1.88;0.84;0;0.49;0;0;0.21;0.18;0.25;1.95;0.21;0.051;0.005;0.098;0;0;0;0;0;0;0.049;0.002;0.004;0.09;0.0081;0;0;0;0;449;0;0.72;40.3;0;8.8;0.13;0.12;0.99;0.17;0.076;0;101;0;0;0
20076;Asperge, appertisée, égouttée;72.3;17.3;94.2;0.73;291;8.5;35;142;15.8;0.16;1.09;0.076;0.42;0.2;0.7;1.58;1.43;1.23;0.63;0;0.45;0;0.075;0.15;0.084;0.12;1.5;0.27;0.085;0.012;0.17;0;0;0;0;0.0019;0.0039;0.074;0.0048;0.002;0.05;0.004;0.0045;0;0;0;493;0;0.74;41.3;0;18.4;0.046;0.07;0.63;0.1;0.11;0;72;0;0;0
20077;Chou de Bruxelles, appertisé, égoutté;156;37.4;88.9;0.57;222;12.2;53;252;26.3;0.1;0.7;0.03;0.2;1.5;1;2.5;4.1;2.5;0.62;0.1;0.65;0.1;0.1;0.25;0.18;0.25;3.3;0.53;0.078;0.058;0.29;0.00025;0.00025;0.0012;0.0011;0.0032;0.0039;0.056;0.012;0.018;0.054;0.018;0.0088;0.00034;0.00047;0;465;0;0.69;4.65;0;18;0.032;0.037;0.41;0.16;0.07;0;27.2;0;0;0
20078;Céleri branche, appertisé, égoutté;54.4;13.1;95;0.54;213;8;33;281;29.2;0.11;0.45;0.04;0.14;1;0.2;0.63;1.38;0.8;0.27;0.044;0.29;0.044;0.044;0.11;0.18;0.17;2;0.15;0.1;0.0079;0.042;0.000096;0.000096;0.00046;0.00042;0.0013;0.0015;0.022;0.0047;0.005;0.015;0.005;0.0025;0.000096;0.00013;0;56;0;0.43;4.65;0;6.6;0.032;0.037;0.41;0.16;0.07;0;27.2;0;0;0
20079;Champignon de Paris ou champignon de couche, appertisé, égoutté;80.8;19.4;92.9;0.63;251;4.85;47;72.1;22.2;0.027;0.9;0.17;0.44;0.5;2.5;2.23;0.7;0;0;0;0;0;0;0;0.2;0.4;2.5;0.37;0.065;0.006;0.27;0;0;0;0;0;0.0013;0.038;0.012;0.006;0.21;0.00059;0;0;0;0;10;0;0;0;0;6.5;0.081;0.12;0.5;0.34;0.025;0;29.6;0;0;0
20085;Poivron vert, cru;109;26;93;0.0063;2.5;7.7;17;160;6.2;0.07;0.22;0.04;0.11;10;10;0.81;3.43;3;1.5;0;1.5;0.1;0.1;0.1;0.18;0.25;3.2;0.25;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0;154;0;0.28;0.4;0;26.9;0.0075;0.005;0.3;0.11;0.21;0;55.1;0;0.27;0
20087;Poivron rouge, cru;153;36.6;90.2;0.0063;2.5;8.2;19;180;4.8;0.08;0.21;0.04;0.14;10;10;1.06;5.98;4.8;2.6;0;2.2;0.1;0.1;0.1;0.18;1;3.2;0.25;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0;554;0;3.45;3.16;0;121;0.036;0.11;0.34;0.18;0.31;0;81.8;0;0.45;0
20089;Radis noir, cru;123;29.2;91.4;0.058;23;10;32;300;39;0.06;0.23;0.01;0.15;10;10;0.94;5.52;4.3;1.4;0.1;2.6;0.1;0.1;0.3;0.18;0.25;1.2;0.15;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0;2.5;0;0.04;0.4;0;9.58;0.021;0.016;0.23;0.14;0.077;0;17.3;0;0.0042;0
20091;Betterave rouge, crue;212;50.2;86.7;0.15;60.5;19;38.1;328;22.1;0.46;0.7;0.098;0.54;0.2;0.5;1.74;9.1;6.76;0.29;0;0.35;0;0;0.1;0.18;0.25;2.55;0.24;0.038;0.029;0.094;0;0;0;0;0;0;0.036;0.0015;0.026;0.078;0.016;0;0;0;0;20;0;0.06;0.2;0;6.45;0.028;0.043;0.27;0.15;0.059;0;100;0;0;0
20093;Petits pois et carottes, appertisés, égouttés;206;49;87.4;0.61;244;14;46;100;23;0.36;0.75;0.1;0.58;10;2;2.51;7.39;3.58;0.28;0;0.4;0.1;0.1;2.9;3.5;0.039;3.27;0.33;0.051;0.014;0.067;0.005;0.005;0.005;0.005;0.0025;0.0025;0.024;0.004;0.005;0.005;0.005;0.005;0.005;0.005;0;3000;0;0;4.65;0;6.6;0.074;0.053;0.58;0.12;0.088;0;18;0;0;0
20103;Champignon, chanterelle ou girolle, crue;137;33.1;88.7;0.016;5;10;53.5;449;8.33;0.28;3.52;0.39;0.84;0.9;3.3;2.28;2.3;1.87;0;0;1.16;0;0;0;0;0.43;4.23;0.78;0.5;0.022;0.26;0;0;0;0;0.0004;0.0029;0.089;0.014;0.016;0.1;0.029;0.000095;0;0;0;299;5.3;0.06;4.86;0;5.5;0.053;0.31;5.44;1.08;0.042;0;2;0;0;0
20105;Champignon, morille, crue;102;24.5;89.6;0.064;21;19;194;411;43;0.59;1.2;0.63;2.03;2.33;1.45;3.16;0.1;0.044;0;0;0.044;0;0;0;0;0.056;3.35;0.54;0.16;0.029;0.24;0;0;0;0.001;0;0.001;0.052;0.009;0.022;0.22;0;0.000066;0;0;0;0;5.1;0.05;4.86;0;5;0.069;0.21;2.25;0.44;0.14;0;9;0;0;0
20106;Champignon, truffe noire, crue;308;73.6;75.9;0.17;66;23.8;62;447;24;0.17;3.5;0.063;3.8;2.33;1.45;5.77;7.4;0.7;0.31;0;0.27;0.039;0.039;0.039;0.18;0.45;8.5;0.51;0.11;0;0.27;0;0;0;0;0.00026;0.0019;0.058;0.0092;0;0.066;0.019;0.000062;0;0;0;299;0;0.12;4.86;0;1;0.05;0.09;2;0.19;0.18;0;44;0;0;0
20114;Champignon, pleurote, crue;107;25.5;89.2;0.034;13.5;18;120;420;5;0.11;1.17;0.24;0.77;2.33;1.45;3.06;1.5;0.71;0;0;0.71;0;0;0;0;0.45;2.4;0.36;0.062;0.031;0.12;0;0;0;0;0;0;0.062;0;0.0072;0.047;0.013;0.000044;0;0;0;29;0.7;0;0;0;4;0.13;0.35;4.96;1.29;0.11;0;38;0;0;0
20116;Chou blanc, cru;153;36.5;90;0.033;13;11;33;240;59;0.1;0.3;0.02;0.16;20;10;1.38;4.63;4.2;1.8;0;2.4;0.1;0.1;0.1;0.18;0.25;3.5;0.6;0.27;0.17;0.1;0.005;0.005;0.005;0.005;0.01;0.02;0.17;0.07;0.16;0.06;0.04;0.005;0.005;0.005;0;2.5;0;0.04;9.6;0;8.88;0.04;0.005;0.2;0.18;0.17;0;69.6;0;0.18;0
20119;Tomate verte, crue;105;24.8;93;0.033;13;10;28;204;13;0.1;0.51;0.09;0.07;2.33;1.45;1.2;4;4;0.79;0;0.7;0.1;0.1;0.1;1.4E-16;1.7E-16;1.1;0.2;0.028;0.03;0.081;0;0;0;0;0;0;0.02;0.007;0.004;0.026;0.0074;0.000024;0;0;0;346;0;0.38;10.1;0;23.4;0.06;0.04;0.5;0.5;0.081;0;9;0;0;0
20135;Fondue de poireau;240;58.4;89.6;0.5;200;12.2;33;218;29.2;0.15;0.45;0.079;0.22;10;10;1.1;0;0;0;0;0;0;0;0;0;0;3.6;5.2;3.6;0.25;1.35;0.0033;0.0033;0.016;0.014;0.043;0.052;0.75;0.16;0.17;0.53;0.17;0.087;0.0033;0.0046;0;209;0;0.43;4.65;0;6.6;0.032;0.037;0.41;0.16;0.07;0;27.2;0;0;0
20156;Artichaut, fond, appertisé, égoutté;106;25.2;91.3;0.73;293;20;26;140;36;0.05;0.36;0.06;0.2;10;10;1.2;3.02;0.8;0.8;0;0.1;0.1;0.1;0.1;0.18;0.25;2.6;0.25;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0;10.7;0.13;0.42;1.57;0;18;0.041;0.005;0.2;0.09;0.22;0;53.6;0;0.43;0
20160;Champignon, cèpe, cru;133;31.6;90.3;0.024;5;12;129;361;23;0.17;1;0.23;0.4;0;1.45;3.13;3.03;1.7;0.26;0;0.27;0.1;0.1;0.1;0.2;0.45;1.93;0.43;0.071;0;0.27;0;0;0;0;0.00022;0.0016;0.049;0.0078;0;0.056;0.016;0.000052;0;0;0;299;3.1;0.04;4.86;0;3;0.21;0.32;4.45;2.7;0.18;0;44;0;0;0
20162;Chicorée rouge, crue;78.7;18.9;94;0.018;7;12.2;30;180;36;0.17;0.3;0.063;0.2;2.33;1.45;1.4;1.6;1.6;0.71;0;0.63;0.089;0.089;0.089;0;0;3;0.1;0.02;0;0.05;0;0;0;0;0.000051;0.00038;0.011;0.0018;0;0.013;0.0037;0.000012;0;0;0;299;0;0.57;4.86;0;10;0.07;0.05;0.3;0.19;0.07;0;13;0;0;0
20167;Chou chinois ou pak-choi ou pé-tsai, cru;65.6;15.6;95.2;0.13;51;17.5;37.8;249;86.4;0.17;0.68;0.021;0.17;0.29;0.3;1.38;1.65;1.18;0.26;0;0.82;0.033;0.033;0.033;0.18;0.25;1.05;0.2;0.031;0.017;0.09;0;0;0;0;0.00099;0.00099;0.027;0.002;0.017;0.027;0.053;0;0;0;0;2680;0;0.11;45.5;0;40.3;0.04;0.065;0.48;0.092;0.19;0;73.6;0;0;0
20168;Poivron jaune, cru;130;30.7;91.9;0.0063;2.5;12;23;220;8.6;0.11;0.21;0.07;0.23;10;10;0.94;4.73;4.3;2.3;0;2;0.1;0.1;0.1;0.18;0.25;1.2;0.3;0.11;0.11;0.07;0.005;0.005;0.005;0.005;0.005;0.01;0.07;0.03;0.11;0.05;0.02;0.005;0.005;0.005;0;642;0;1.76;1.18;0;121;0.03;0.005;0.28;0.14;0.079;0;43.3;0;1.1;0
20169;Tomate, pulpe, appertisée;110;26.1;93;0.068;27.1;11;20;260;20;0.08;0.39;0.08;0.09;10;10;1.2;3.63;3.2;1.7;0;1.5;0.1;0.1;0.1;0.18;0.25;1.8;0.25;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0;1980;0.13;1.3;0.4;0;10.5;0.036;0.023;0.65;0.054;0.083;0;30.2;0;0.45;0
20171;Laitue romaine, crue;69.3;16.6;94.6;0.02;8;14;30;247;33;0.16;0.97;0.048;0.23;1;1.25;1.24;1.2;1.19;0.8;0;0.39;0;0;0;0;0.01;2.1;0.3;0.04;0.012;0.16;0;0;0;0;0;0;0.035;0.0049;0.009;0.047;0.11;0;0;0;0;5230;0;0.13;103;0;14;0.072;0.067;0.31;0.14;0.074;0;136;0;0;0
20172;Tomate cerise, crue;142;33.7;90.1;0.0063;2.5;11;31;330;6.6;0.16;0.37;0.05;0.18;10;10;1.31;5.62;4.8;2.5;0;2.3;0.1;0.1;0.1;0.18;0.25;1.2;0.25;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0;1360;0;0.4;2.83;0;21.8;0.048;0.018;0.92;0.079;0.096;0;17.6;0;0.56;0
20180;Oignon, séché;1470;348;3.93;0.053;170;92;303;1620;257;1.39;1.55;0.42;1.89;5.5;0;8.95;75;37.4;1.89;0;1.52;0;0.15;0.15;0;6.24;9.2;0.46;0.078;0.064;0.18;0;0;0;0;0;0.002;0.069;0.006;0.064;0.14;0.00039;0;0;0;0;11;0;0.18;3.8;0;75;0.5;0.1;0.99;1.38;1.6;0;166;0;0;0
20183;"Haricot mungo germé ou pousse de ""soja"", cru";124;29.5;91.7;0.043;17.1;16;43;120;16;0.12;0.44;0.1;0.32;25;10;2.57;3.4;3.4;0.79;0;0.7;0.1;0.1;0.1;0;0;1.7;0.25;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0;5;0.25;0.095;2.1;0;4.13;0.065;0.06;0.71;0.17;0.06;0;61.3;0;0;0
20189;Tomate, séchée;1150;272;14.6;0.62;247;194;356;3430;110;1.85;9.09;1.42;1.99;5.5;0;14.2;43.3;37.6;1.89;0;1.52;0;0.15;0.15;0;5.7;12.3;2.99;0.46;0.53;1.21;0;0;0;0;0;0.0045;0.35;0.1;0.53;1.2;0.012;0;0;0;0;524;0;0.01;43;0;39.2;0.53;0.49;9.05;2.09;0.33;0;68;0;0;0
20194;Haricots blancs à la sauce tomate, appertisés;310;73.7;78.9;0.93;349;18;99;214;57;0.13;0.72;0.078;0.59;10;10;4.67;10.1;1.65;0.15;0.05;0.15;0.1;0.15;0.3;2.9;0;5.5;0.4;0.16;0.14;0.059;0.00078;0.00083;0.00076;0.0007;0.0007;0.0021;0.06;0.018;0.11;0.042;0.0065;0.00034;0.0003;0.00031;0;182;0.13;1.56;12.7;0;2.63;0.058;0.071;0.47;0.31;0.073;0;33.8;0;0;0
20200;Laitue iceberg, crue;72.9;17.4;95.6;0.024;9.48;8.73;23.6;179;17.4;0.19;0.43;0.029;0.21;0.15;0.6;1.01;2.45;1.48;0.83;0;0.62;0;0;0.034;0.18;0.25;1.15;0.18;0.023;0.0063;0.088;0;0;0;0;0;0;0.021;0.0023;0.005;0.034;0.054;0;0;0;0;299;0;0.22;56.4;0;4.72;0.048;0.038;0.19;0.11;0.048;0;48;0;0;0
20202;Champignon noir, séché;1430;338;3.93;0.094;37.8;112;299;1600;78.5;1.29;2.2;0.95;1.94;5.5;0;7.27;75;0;0.15;0;0.15;0;0.15;0.15;0;6.24;9.2;0.075;0;0.019;0;0;0;0;0;0;0;0;0;0.013;0;0;0;0;0;0;11;0;0.01;3.8;0;57.1;0.4;0.44;6.34;1.74;0.65;0;116;0;0;0
20210;Concombre, pulpe, cru;61.6;14.7;96.3;0.0063;2.5;8.9;25;140;16;0.11;0.14;0.02;0.13;10;10;0.56;2.23;1.8;1;0;0.8;0.1;0.1;0.1;0.18;0.25;0.8;0.25;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0;24.3;0;0.04;2.75;0;3.52;0.0075;0.005;0.05;0.15;0.042;0;7.2;0;0.021;0
20211;Champignon, lentin comestible ou shiitaké, séché;1330;316;9.5;0.033;13;132;294;1530;11;1.18;1.72;5.17;7.66;5.5;0;9.58;63.9;2.21;1.13;0;0.9;0;0.089;0.089;0;6.24;11.5;0.99;0.23;0.32;0.15;0;0;0;0.021;0.012;0.02;0.12;0.051;0.18;0.15;0.00042;0;0;0;0;0;3.9;0;0;0;3.5;0.3;1.27;14.1;21.9;0.97;0;163;0;0;0
20246;Petit pot légumes, dès 4-6 mois;110;26.3;92.2;0.042;16.6;8.83;24;135;18;0.11;0.22;0.033;0.18;0.75;10;0.9;3.8;3.7;0.5;0;0.5;0.1;0.1;2.7;0.18;0;2.6;0.25;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;10.5;1720;0.25;0.79;1.17;0;0.25;0.023;0.01;0.96;0.17;0.05;0.069;7.27;0;0;350
20252;Soupe pour bébé légumes et pomme de terre;162;38.5;90.4;0.18;70.2;6.72;20;95.4;30.7;0.047;0.27;0.035;0.17;0.75;10;1;5.88;1.32;0.25;0;0.22;0.22;0.1;0.63;4.1;0;1.4;0.91;0.16;0.35;0.3;0.0034;0.0022;0.0013;0.0027;0.0037;0.012;0.086;0.037;0.34;0.26;0.034;0.0001;0.0001;0.0001;10.5;650;0.25;0.66;5.25;0;0.25;0.027;0.03;0.28;0.12;0.028;0.043;2.5;0;0;350
20269;Haricot plat, cru;135;32.2;92.2;0.049;2;12.2;33;258;60;0.17;0.8;0.063;0.21;2.33;1.45;1.93;4.47;1.3;0.7;0;0.6;0;0.15;0.15;0.18;0.25;2.97;0.12;0;0.0041;0.048;0;0;0;0;0;0;0;0;0.0024;0.016;0.0044;0.000015;0;0;0;299;0;0.16;4.86;0;16;0.048;0.042;0.44;0.19;0.096;0;42;0;0;0
20272;Mesclun ou salade, mélange de jeunes pousses;90.8;21.6;93.5;0.048;19;12.2;33;258;25;0.17;0.62;0.063;0.21;2.33;1.45;2;2.5;0;0;0;0;0;0;0;0.18;0.25;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;299;0;0.16;4.86;0;10;0.048;0.042;0.44;0.19;0.096;0;42;0;0;0
20275;Poivron rouge, appertisé, égoutté;131;31.3;90.3;1.14;440;12.5;19;156;25;0.12;0.63;0.098;0.15;10;10;0.91;4.42;3.64;1.99;0;1.65;0;0.15;0.15;0.18;0.25;1.7;0.77;0.089;0.15;0.37;0.00068;0.00068;0.00068;0.00068;0.00068;0.002;0.06;0.027;0.009;0.35;0.022;0.0014;0.00068;0.00068;0;1530;0;1.65;5.1;0;109;0.042;0.03;0.51;0.079;0.23;0;34;0;0;0
20276;Tomate ronde, crue;85.6;20.3;94.1;0.0063;2.5;7;20;210;6.8;0.1;0.17;0.02;0.08;10;10;0.5;3.59;2.8;1.6;0;1.2;0.1;0.1;0.1;0.18;0.25;1;0.25;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0;807;0;0.38;1.13;0;16.3;0.048;0.005;0.45;0.061;0.07;0;13.5;0;0.035;0
20279;Asperge, verte, crue;102;24.3;92.5;0.014;3.85;12.2;85.5;267;22.4;0.17;1;0.063;0.21;2.33;1.45;2.46;2.03;1.5;0.66;0;0.59;0.084;0.084;0.084;0.18;0.25;2.15;0.27;0.069;0.007;0.16;0;0;0;0;0;0;0.067;0.002;0.005;0.15;0.013;0;0;0;0;299;0;0.16;4.86;0;15.5;0.048;0.042;0.44;0.19;0.15;0;150;0;0;0
20282;Asperge, blanche ou violette, pelée, crue;109;25.9;92.4;0.019;7.7;7.3;42.5;169;16.6;0.17;0.62;0.063;0.21;2.33;1.45;2.5;2.5;1.88;0.79;0;0.7;0.1;0.1;0.1;0.18;0.25;1.8;0.3;0.07;0.006;0.17;0;0;0;0;0;0;0.068;0.002;0.005;0.15;0.014;0.000036;0;0;0;299;0;0.16;4.86;0;18;0.048;0.042;0.44;0.19;0.072;0;150;0;0;0
